index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
10a755445f71242d62112462c421c999,2026-02-05T11:39:32Z,Precipitation,έντονη βροχόπτωση,www.skai.gr,el,0.9,"Probleme durch starke Regenfälle in vielen Gebieten Athens – Video ansehen. Für Attika und Athen wird zeitweise Regen vorhergesagt, wobei es heute vor allem in den Mittags- und Nachmittagsstunden zu Stürmen kommt",Προβλήματα από έντονη βροχόπτωση σε πολλές περιοχές της Αθήνας - Δείτε βίντεο,"Για την Αττική και την Αθήνα, προβλέπονται βροχές κατά διαστήματα, με τις καταιγίδες να εκδηλώνονται κυρίως τις μεσημεριανές και απογευματινές ώρες σήμερα","Problems from heavy rainfall in many areas of Athens - Watch video. For Attica and Athens, intermittent rain is forecast, with storms occurring mainly in the midday and afternoon hours today","Problemata ex gravibus pluviis in multis locis Athenarum - Watch video. Nam Atticae et Athenae, pluviae intermissae, praesagiunt, cum tempestatibus maxime horis meridianis et meridianis hodie fiunt",https://www.skai.gr/news/greece/entoni-vroxoptosi-se-polles-perioxes-tis-athinas-deite-vinteo,https://cdn.skai.gr/sites/default/files/styles/article_16_9/public/2026-02/orangepress_athina_vroxi.jpg?itok=NDYvWDVj,,", .
 Orangepress:
 meteo.gr / , 05/02, , , .
 , , , , , . 3 ().
, , . , , DUST-WRF 
 .Skai.gr Google News .",,2026-02-13 09:29:06+00:00,random,,,
30d777f44f9cd0efddd7b4e8c9139aa0,2026-02-05T14:08:41Z,Precipitation,έντονη βροχόπτωση,www.protothema.gr,el,0.9,Erhebliche Probleme im Straßennetz von Samothraki aufgrund der starken Regenfälle. Viele irische Straßen und Kreuzungen sind unzugänglich geworden und an manchen Stellen ist der Verkehr zum Erliegen gekommen | Samothrake | Schlechtes Wetter | Plummers | Griechenland,Σοβαρά προβλήματα στο οδικό δίκτυο της Σαμοθράκης από την έντονη βροχόπτωση,"Πολλές ιρλανδικές και διαβάσεις έχουν καταστεί απροσπέλαστες, ενώ σε ορισμένα σημεία έχει διακοπεί η κυκλοφορία | Σαμοθράκη | Κακοκαιρία | Πλυμμήρες | Ελλάδα","Serious problems in the road network of Samothraki due to the heavy rainfall. Many Irish roads and crossings have become inaccessible, and in some places traffic has stopped | Samothrace | Bad weather | Plummers | Greece","Gravissimae difficultates in via retis Samothraki ob pluvias graves. Multae itinera et itinera Hibernica inaccessibilia facta sunt, et in quibusdam locis negotiatio cessavit | Samothracia | Bad weather | Plummers | Graecia",https://www.protothema.gr/greece/article/1769154/sovara-provlimata-sto-odiko-diktuo-tis-samothrakis-apo-tin-edoni-vrohoptosi/,https://www.protothema.gr/images/640x360share/jpg/files/2026-02-05/xrwma-evros.jpg,,", BEYOND Luxury Retreat , , !",,2026-02-13 09:29:06+00:00,random,,,
ae1f6fc94dbaf1554312c8e7177c6c7a,2026-02-11T23:41:56Z,Precipitation,έντονη βροχόπτωση,www.skai.gr,el,0.9,"Unterbrechungen des Fahrzeugverkehrs in Pikermi und Polygono aufgrund des starken Regens. Sehen Sie, wo der Fahrzeugverkehr aufgrund der Probleme, die der starke Regen am Mittwochabend in Attika verursachte, gestoppt wurde","Διακοπές κυκλοφορίας των οχημάτων σε Πικέρμι και Πολύγωνο, εξαιτίας της έντονης βροχόπτωσης","Δείτε σε ποια σημεία έχει διακοπεί η κυκλοφορία των οχημάτων, λόγω των προβλημάτων που δημιούργησε η έντονη βροχόπτωση το βράδυ της Τετάρτης στην Αττική","Vehicle traffic interruptions in Pikermi and Polygono, due to the heavy rain. See where the traffic of vehicles has been stopped, due to the problems created by the heavy rain on Wednesday night in Attica","Interlocutiones vehiculorum negotiationis in Pikermi et Polygono ob pluviam gravem sunt. Vide ubi commercium vehiculorum repressum est, propter problematum pluviae Mercurii in Attica nocte creata",https://www.skai.gr/news/greece/diakopes-kykloforias-ton-oximaton-se-pikermi-kai-polygono-eksaitias-tis-entonis-vroxoptosi,https://cdn.skai.gr/sites/default/files/styles/article_16_9/public/2026-01/eurokinissi_kakokairia_2_2.jpg?itok=1gcIYwfO,,", .
 , , .
 01:00 , , , , , .
 .Skai.gr Google News .
© 2026 skai.gr - All Rights Reserved",,2026-02-13 09:29:06+00:00,random,,,
85655d6ed4e8cca4e3275d5362d28fd5,2026-02-12T16:44:47Z,Thunderstorm,χαλάζι,www.newsit.gr,el,0.9,"Wetter morgen: Regen und Stürme im Westen, Kykladen, Kreta, nordöstliche Ägäis – Windstärke 8 Beaufort. Das Wetter am morgigen Freitag (13.02.2026) wird regnerisch mit örtlich starken Erscheinungen, mit Regen, Unwettern und möglicherweise Hagel. Auf hohem Niveau für die Saison... 
Der Artikel Wetter morgen: Regen und Stürme im Westen, auf den Kykladen, auf Kreta, im Nordosten A...","Καιρός αύριο: Βροχές και καταιγίδες σε δυτικά, Κυκλάδες, Κρήτη, βορειοανατολικό Αιγαίο – Άνεμοι 8 μποφόρ","Βροχερός με τοπικά ισχυρά φαινόμενα θα είναι ο καιρός αύριο Παρασκευή (13.02.2026) με βροχές, καταιγίδες και ενδεχομένως και χαλάζι. Σε υψηλά για την εποχή επίπεδα ... 
To άρθρο Καιρός αύριο: Βροχές και καταιγίδες σε δυτικά, Κυκλάδες, Κρήτη, βορειοανατολικό Α…","Weather tomorrow: Rain and storms in the west, Cyclades, Crete, northeast Aegean – Winds 8 Beaufort. The weather tomorrow Friday (13.02.2026) will be rainy with locally strong phenomena, with rain, storms and possibly hail. At high levels for the season... 
The article Weather tomorrow: Rains and storms in the west, Cyclades, Crete, northeast A...","Tempestas cras: Nubila et tempestates occidentales, Cyclades, Cretae, Aegaeum septentriones – Ventos 8 Beaufort. Cras tempestas Die Veneris (13.02.2026) pluviae cum phaenomenis localibus validis erunt, cum pluvia, tempestate et fortasse grandine. Nam tempor ultrices nibh ac tempus. 
Articulus Tempestas cras: imbres et procellae in occidente, Cyclades, Creta, septentriones A...",https://www.newsit.gr/ellada/kairos-ayrio-vroxes-kai-kataigides-se-dytika-kyklades-kriti-voreioanatoliko-aigaio-anemoi-8-mpofor/4599309/,https://www.newsit.gr/wp-content/uploads/2026/02/kairos-vroxi-3-1-1200x630.jpg,,"(13.02.2026) , . . .
 : . , , , , .
 .
 4 6 7 8 .
 . 14 16, 17 18 18 19 .
 , 
: .: 3 5 .: 08 17 .
: .: 3 4 .: 09 16 .
  
, : , . . .: 3 5 .: 07 16 . 3 4 .
 , , , : , . . .: 6 7 8 .: 10 17 .… [+101 chars]",,2026-02-14 03:17:39+00:00,random,,,
cbd8c64469f56badee8fd8b8ca56000e,2026-02-12T05:15:16Z,Thunderstorm,χαλάζι κρήτη,www.naftemporiki.gr,el,0.9,"Dienstag mit unbeständigem Wetter: Starker Regen, Hagel und stürmischer Wind. Lokal starke Regenfälle und Stürme sowie möglicherweise Hagel im Westen, auf den Kykladen und auf Kreta werden heute, Donnerstag, zu Beginn des Tages und erneut ab dem späten Nachmittag erwartet.
Dienstag mit unbeständigem Wetter: Starker Regen, Hagel und stürmisch, wenn…","Τσικνοπέμπτη με άστατο καιρό: Ισχυρές βροχές, χαλάζι και θυελλώδεις άνεμοι","Τοπικά ισχυρές βροχές και καταιγίδες και πιθανόν χαλαζοπτώσεις στα δυτικά, τις Κυκλάδες και την Κρήτη αναμένονται σήμερα, Πέμπτη, στην αρχή της ημέρας και εκ νέου από αργά το απόγευμα και…
Τσικνοπέμπτη με άστατο καιρό: Ισχυρές βροχές, χαλάζι και θυελλώδεις άν…","Tuesday with unsettled weather: Heavy rain, hail and gale force winds. Locally heavy rains and storms and possibly hail in the west, the Cyclades and Crete are expected today, Thursday, at the beginning of the day and again from the late afternoon and...
Tuesday with unsettled weather: Heavy rain, hail and stormy if…","Incommutabilis Martis tempestas : Imber, grando, et procellae vis ventorum. Imbribus et procellis localiter fortasse grandines in occidente, Cyclades et Creta hodie exspectantur, Iovis ineunte die iterumque ab sero post meridiem et...
Die Martis cum incommutabili tempestate: Imber gravis, grando et procellae si…",https://www.naftemporiki.gr/society/2071632/tsiknopempti-me-astato-kairo-ischyres-vroches-chalazi-kai-thyellodeis-anemoi/,https://www.naftemporiki.gr/wp-content/uploads/2020/10/1603976.jpeg,,", , , .
 (), .
 .
 5 7 8 .
 4 5 . 15 16, 17 19 20 .
, 
: ( , ) . , . .
: 3 5 6 4 .
: 06 16 . 3 4 .
 , , , 
: , . .
: 6 7 . 5 7 .
: 10 18 . 3 5 .
, , , 
: , . .
: 4 5 6 7 .
: 11 18 19 … [+370 chars]",,2026-02-14 05:35:32+00:00,wmo,Greece,MED,Europe
37c1cceea71564d89df9c1e62fd4d07d,2026-02-01 16:01:55,Earthquake,σεισμός shiojiri,www.real.gr,el,0.3,"Starker Regen auf Santorini: Flüsse auf den Straßen. Laut ERT wurden Probleme an zentralen Orten in Emporio, Megalochori, Monolithos, Pyrgos und Mesaria registriert, wo die Straßen überschwemmt waren",Εντονη βροχόπτωση στη Σαντορίνη: Ποτάμια οι δρόμοι,"Σύμφωνα με την ΕΡΤ, προβλήματα καταγράφηκαν σε κεντρικά σημεία στο Εμπορείο, το Μεγαλοχώρι, τον Μονόλιθο, τον Πύργο και τη Μεσαριά, όπου οι δρόμοι πλημμύρισαν","Heavy rain in Santorini: Rivers on the roads. According to ERT, problems were recorded in central places in Emporio, Megalochori, Monolithos, Pyrgos and Mesaria, where the streets were flooded","Imber gravis in Santorinis: Flumina in viis. Secundum ERT problemata in mediis locis in Emporio, Megalochori, Monolitho, Pyrgos et Mesaria scriptae sunt, ubi viae inundatae sunt.",https://www.real.gr/koinonia/arthro/entoni-vrochoptosi-sti-santorini-potamia-oi-dromoi-765525/,,,,,2026-02-14 21:00:15+00:00,usgs,Japan,EAS,Asia
4c62cd397aa1caaf8c2c92d4654db10f,2026-02-13T11:45:34Z,Landslide,κατολίσθηση,www.protothema.gr,el,0.7,"Zakynthos: Erdrutsche in Agia Triada und Bochali, Häuser wurden evakuiert. Von den zuständigen Dienststellen wird erwartet, dass sie Autopsien durchführen, um die Ursachen zu untersuchen und das Risiko einzuschätzen | Zakynthos | Erdrutsch | Griechenland","Ζάκυνθος: Κατολισθήσεις σε Αγία Τριάδα και Μπόχαλη, εκκενώθηκαν κατοικίες",Οι αρμόδιες υπηρεσίες αναμένεται να προχωρήσουν σε αυτοψίες για τη διερεύνηση των αιτίων και την αξιολόγηση του κινδύνου | Ζάκυνθος | Κατολίσθηση | Ελλάδα,"Zakynthos: Landslides in Agia Triada and Bochali, houses were evacuated. The competent services are expected to proceed with autopsies to investigate the causes and assess the risk | Zakynthos | Landslide | Greece","Zakynthos: Landslides in Agia Triada et Bochali, aedes decesserunt. Officia competentia expectantur cum autopsiis procedere ad causas cognoscendas et periculum perpendendum | Zakynthos | Landslide | Graecia",https://www.protothema.gr/greece/article/1773464/zakunthos-katolisthiseis-se-agia-triada-kai-bohali-ekkenothikan-katoikies/,https://www.protothema.gr/images/640x360share/jpg/files/2026-02-13/maketa-katwlisthisi.jpg,,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video",,2026-02-15 03:35:26+00:00,random,,,
8755b87c7338cc7acab6519dbfb4e66f,2026-02-13T07:08:01Z,Landslide,κατολίσθηση,www.newsit.gr,el,0.9,"Ein neuer Erdrutsch sperrte die von der Straße abgeschnittene alte Nationalstraße Artas – Amfilochia – Epirus. Die alte Nationalstraße Arta – Amfilochia ist heute Freitag (13.2.26) wegen eines großen Erdrutschs in Katafurko in Ätolo-Akarnanien gesperrt. Aufgrund des Erdrutschs kam es zu Verkehrsbehinderungen... 
Der Artikel Neuer Erdrutsch sperrte die alte Arta-Autobahn...",Νέα κατολίσθηση έκλεισε την παλαιά εθνική οδό Άρτας – Αμφιλοχίας – Αποκομμένη οδικώς η Ήπειρος,"Κλειστή λόγω μεγάλης κατολίσθησης στο Κατάφουρκο Αιτωλοακαρνανίας είναι η παλαιά εθνική οδός Άρτας – Αμφιλοχίας, σήμερα Παρασκευή (13.2.26). Εξαιτίας της κατολίσθησης έχει διακοπεί η κυκλοφορία ... 
To άρθρο Νέα κατολίσθηση έκλεισε την παλαιά εθνική οδό Άρτας…","A new landslide closed the old national road Artas - Amfilochia - Epirus cut off by road. The old Arta - Amfilochia national road is closed due to a large landslide in Katafurko of Etoloakarnania, today Friday (13.2.26). Traffic has been blocked due to the landslide... 
The article New landslide closed the old Arta highway...","Novum LAPSUS claudebat viam antiquam nationalis Artas — Amfilochiam — Epirus via abscissa. Vetus Arta - Amfilochia via nationalis occlusa est ob magnum labrum in Katafurko Etoloakarnania, hodie Veneris (13.2.26). Negotiationis obstructus est ex LAPSUS ... 
Articulus Novi landslide clausus est via antiqua Arta...",https://www.newsit.gr/ellada/nea-katolisthisi-ekleise-tin-palaia-ethniki-odo-artas-amfiloxias-apokommeni-odikos-i-ipeiros/4599697/,https://www.newsit.gr/wp-content/uploads/2026/02/katolisthisi-amfiloxia-1200x630.jpg,,"09:08
13 2026
– , (13.2.26).
 – , , .
 , , .
 , , 100 , .
 news, , .
   .
A , , , .
, .
 .
08:46 
 13.02.26
00:15 
 13.02.26
00:09 
 13.02.26",,2026-02-15 03:35:26+00:00,random,,,
dc52e17e979f15d42919772699780f81,2026-02-13T10:27:55Z,Landslide,κατολίσθηση,www.skai.gr,el,0.9,Riesiger Felsbrocken bedroht Häuser in Katakolo – 10 Häuser wurden vorsorglich evakuiert. Am Morgen kam es auf dem Berg Katakolo zu einem Erdrutsch und ein Fels löste sich -,Τεράστιος βράχος απειλεί σπίτια στο Κατάκολο - Εκκενώθηκαν προληπτικά 10 κατοικίες,Το πρωί σημειώθηκε κατολίσθηση στο βουνό του Κατακόλου και αποκολλήθηκε βράχος -,Huge rock threatens houses in Katakolo - 10 houses were evacuated as a precaution. In the morning there was a landslide on the mountain of Katakolo and a rock was detached -,Saxum ingens imminet domibus in Katakolo - 10 domibus ad cautelam emissis. Mane facta est prolapsio in monte Katakolo et saxum detractum est.,https://www.skai.gr/news/greece/katakolo-terastios-vraxos-apeilei-spitia-ekkenothikan-proliptika-10-katoikies,https://cdn.skai.gr/sites/default/files/styles/article_16_9/public/2026-02/vraxos_katakolo_patrisnews.jpg?itok=UC8JHxB_,,", , .
 , 10 , patrisnews.
 . .
 , , 10 . , .
 . , .
 .Skai.gr Google News .
© 2026 skai.gr - All Rights Reserved",,2026-02-15 03:35:26+00:00,random,,,
3d7abdddd82e6eb9b994a17177db1678,2026-02-13T13:46:18Z,Landslide,κατολίσθηση,www.protothema.gr,el,0.9,"Viele Probleme aufgrund des schlechten Wetters in Ilia, Alpheios überfluteten. 10 Häuser wurden in Katakolo nach einem Erdrutsch evakuiert – Die Behörden in Ilia sind in Alarmbereitschaft | Ilia | Schlechtes Wetter | Niederschlag | Griechenland","Πολλά προβλήματα από την κακοκαιρία στην Ηλεία, υπερχείλισε ο Αλφειός",Εκκενώθηκαν 10 σπίτια στο Κατάκολο μετά από κατολίσθηση – Σε επιφυλακή οι αρχές στην Ηλεία | Ηλεία | Κακοκαιρία | Βροχοπτώσεις | Ελλάδα,"Many problems from the bad weather in Ilia, Alpheios overflowed. 10 houses were evacuated in Katakolo after a landslide – The authorities in Ilia are on alert | Ilia | Bad weather | Rainfall | Greece","Multae difficultates ex tempestatibus in Ilia, Alpheios inundaverunt. 10 domus in Katakolo post LAPSUS cessere - Auctoritates in Ilia intenti sunt | Ilia | Bad weather | Pluvia | Graecia",https://www.protothema.gr/greece/article/1773532/polla-provlimata-apo-tin-kakokairia-stin-ileia-uperheilise-o-alfeios/,https://www.protothema.gr/images/640x360share/jpg/files/2026-02-13/hleia_kakokairia_xr.jpg,,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video",,2026-02-15 03:35:26+00:00,random,,,
b4cf52d9f7834e85e9494339e023c5aa,2026-02-13T13:51:27Z,Landslide,κατολίσθηση,www.skai.gr,el,0.9,"Ingenieure arbeiten an der Bergsturzkatastrophe in Katakolo – siehe Video vom Unfallort. In Katakolo ertönte nach einem Felssturz Alarm – Zehn Häuser wurden vorsorglich evakuiert, während Kontrollen durch Ingenieure durchgeführt werden",Σε εξέλιξη οι έλεγχοι των μηχανικών για την κατολίσθηση βράχου στο Κατάκολο- Δείτε βίντεο από το σημείο,Συναγερμός σήμανε στο Κατάκολο μετά από κατολίσθηση βράχου- Δέκα κατοικίες εκκενώθηκαν προληπτικά ενώ γίνονται έλεγχοι από μηχανικούς,Engineers are in progress for the rock slide in Katakolo - See video from the scene. An alarm sounded in Katakolo after a rock slide - Ten houses were evacuated as a precaution while checks are being carried out by engineers,Machinarii in progressu pro lapsu petrae in Katakolo - Vide video e scaena. Tumultus in Katakolo sonuit post lapsus rupem - Decem domorum emissus est ad cautelam dum machinas ab machinatoribus exercentur,https://www.skai.gr/news/greece/katolisthisi-vraxou-sto-katakolo-proliptiki-ekkenosi-10-katoikion,https://cdn.skai.gr/sites/default/files/styles/article_16_9/public/2026-02/katakk.jpg?itok=OkmmPb8Z,,", , .
 , .
 . .
 , , . , , .
 . , .
 , , .
 , , patrisnews , . . . . , . .
 .Skai.gr Google News .",,2026-02-15 03:35:26+00:00,random,,,
7a6e4aeea22ebe5107c68264a1be32b0,2026-02-10T06:17:00Z,Thunderstorm,χαλάζι ελλάδα,www.protothema.gr,el,0.9,"Heftiger Hagel und Überschwemmungen auf Chios, siehe Video und Fotos. Hagel fiel mit großer Wucht und verursachte völlige Zerstörung bei Zitrusfrüchten und anderen Nutzpflanzen | Hagel | Regen | Chios | Griechenland","Έντονη χαλαζόπτωση και πλημμύρες στη Χίο, δείτε βίντεο και φωτογραφίες","Το χαλάζι έπεσε με μεγάλη ορμή, προκαλώντας ολική καταστροφή σε εσπεριδοειδή και άλλες καλλιέργειες | Χαλάζι | Βροχές | Χίος | Ελλάδα","Heavy hail and flooding in Chios, see video and photos. Hail fell with great force, causing total destruction to citrus and other crops | Hail | Rains | Chios | Greece","Grando gravis et inundatio in Chio, vide video et imagines. Grando magna vi cecidit, citro et aliis frugibus internitionem faciens Ave | Pluviae | Chios | Graecia",https://www.protothema.gr/greece/article/1771321/edoni-halazoptosi-kai-plimmures-sti-hio-deite-video-kai-fotografies/,https://www.protothema.gr/images/640x360share/jpg/files/2026-02-10/xalazi-arthroy.jpg,,,,2026-02-15 05:45:36+00:00,wmo,Greece,MED,Europe
3453cf92a672df475651984bc2af23f9,2026-02-11T04:54:46Z,Thunderstorm,χαλάζι,www.protothema.gr,el,0.9,"Wetter: Unbeständig am Donnerstag, drei Lufttiefstwerte bis Sonntag – Wo wird es regnen? Regen, Stürme, Hagel und stürmischer Südwind – Wann sind die heftigsten Phänomene zu erwarten und welche Zeiten begünstigen das Backen | Wetter | Regen | Chiknopempti | Griechenland","Καιρός: Άστατος την Τσικνοπέμπτη, τρία τα βαρομετρικά χαμηλά έως την Κυριακή - Πού θα σημειωθούν βροχές","Βροχές, καταιγίδες, χαλάζι και θυελλώδεις νοτιάδες – Πότε αναμένονται τα πιο έντονα φαινόμενα και ποιες ώρες ευνοούν το ψήσιμο | Καιρός | Βροχή | Τσικνοπέμπτη | Ελλάδα","Weather: Unsettled on Thursday, three barometric lows by Sunday - Where will there be rain. Rain, storms, hail and stormy southerlies - When to expect the most intense phenomena and which times favor baking | Weather | Rain | Chiknopempti | Greece","Tempestas: Die Iovis tres barometricae mugiunt commoti Solis - Ubi pluviae erunt. Pluviis, procellis, grandibus, ac procellosis australibus — Cum expectes vehementissimas phaenomena et tcmporum favorem coquente | Tempestas | Pluvia | Chiknopempti | Graecia",https://www.protothema.gr/greece/article/1771963/kairos-astatos-tin-tsiknopebti-tria-ta-varometrika-hamila-eos-tin-kuriaki-pou-tha-simeiothoun-vrohes/,https://www.protothema.gr/images/640x360share/jpg/files/2025-11-29/vroxi_dromos_athens.jpg,,"A . . . . .-1 10 , -3 10-12 , 0 13-14 , 1 14 , 0 15 , 9 15 8 16 .
4-5 5-6 .
, . . 3-4 5-6 . 7 14 .
, . 3-4 . 7 12-13 .
 12-02-2026
, . , , . .5 7 .
4 5 . 15 16, 17 19 20 .
 13-02-2026
, . , .… [+81 chars]",,2026-02-15 05:45:36+00:00,random,,,
ce4b3f4147a264648bce47421449ca75,2026-02-13T15:56:09Z,Snow Avalanche,χιονοστιβάδα,www.protothema.gr,el,0.9,Drei Skifahrer sind bei einem Lawinenunglück in einem Skigebiet in den französischen Alpen ums Leben gekommen. Der Durchzug des Sturms Niles über Frankreich führte gestern zu sehr starkem Schneefall | Skifahrer | Lawine | Frankreich | Alpen | Welt,Νεκροί τρεις σκιέρ από χιονοστιβάδα σε χιονοδρομικό κέντρο στις γαλλικές Άλπεις,Το πέρασμα της καταιγίδας Νιλς από τη Γαλλία χθες είχε ως αποτέλεσμα πολύ έντονες χιονοπτώσεις | Σκιέρ | Χιονοστιβάδα | Γαλλία | Άλπεις | Κόσμος,Three skiers dead in an avalanche at a ski resort in the French Alps. The passage of Storm Niles over France yesterday resulted in very heavy snowfall | Skier | Avalanche | France | Alps | World,Tres nautae in monte cadentis ad ski in Alpibus Gallicis mortui sunt. Locus Stormiae Nili in Gallia heri in nix gravissima consecuta est | Skier | Avalanche | France | Alpes | Mundus,https://www.protothema.gr/world/article/1773600/nekroi-treis-skier-apo-hionostivada-se-hionodromiko-kedro-stis-gallikes-alpeis/,https://www.protothema.gr/images/640x360share/jpg/files/2025-12-29/xionostivada_1.jpg,,", ' , , ., , .
« , . », . . (4 1-5), , .
 , 60 100 , , Météo-France.
, .
, .",,2026-02-15 09:05:13+00:00,random,,,
384a2fb22f0febe22744aa729f7cf372,2026-02-13T16:00:25Z,Snow Avalanche,χιονοστιβάδα,www.naftemporiki.gr,el,0.9,"Frankreich: Drei Skifahrer sind bei einer Lawine in einem Skigebiet in den französischen Alpen ums Leben gekommen. Drei Skifahrer starben heute, als sie in einem Gebiet abseits der Pisten von einer Lawine mitgerissen wurden, gab die Leitung des Skigebiets Val d'Isère in Savoyen in den französischen Alpen bekannt, wo…
Frankreich: 3 Skifahrer durch Lawine auf Skipiste getötet und…",Γαλλία: Νεκροί 3 σκιέρ από χιονοστιβάδα σε χιονοδρομικό κέντρο στις γαλλικές Άλπεις,"Τρεις σκιέρ έχασαν τη ζωή τους σήμερα όταν παρασύρθηκαν από χιονοστιβάδα σε μια περιοχή εκτός πίστας, ανακοίνωσε η διοίκηση του χιονοδρομικού κέντρου Βαλ ντ’Ιζέρ στη Σαβοΐα, στις γαλλικές Άλπεις, όπου…
Γαλλία: Νεκροί 3 σκιέρ από χιονοστιβάδα σε χιονοδρομικό κ…","France: 3 skiers dead in an avalanche at a ski resort in the French Alps. Three skiers died today when they were swept away by an avalanche in an off-piste area, the management of the Val d'Isère ski resort in Savoie, in the French Alps, announced, where…
France: Dead 3 skiers from an avalanche on a ski slope and…","Gallia: 3 nartatores mortui sunt in NIVIS ad ski in Alpibus Gallicis. Tres nautae hodie mortui sunt cum avalanche in area extemporali rapti sunt, administratio Val d'Isère ski in Savoie, in Alpibus Gallicis, nuntiavit, ubi…
Gallia: Mortuus III nartatores ab NIVIS in ski fastigio et ...",https://www.naftemporiki.gr/kosmos/2072595/gallia-nekroi-3-skier-apo-chionostivada-se-chionodromiko-kentro-stis-gallikes-alpeis/,https://www.naftemporiki.gr/wp-content/uploads/2025/01/gallia_skier_xionostibada.jpg,,", ’ , , .
 , , .
« , . », . .
 (4 1-5), , .
 , 60 100 , , Météo-France.
 , .
 , .
: -",,2026-02-15 09:05:13+00:00,random,,,
bc7b14a161f20509ad4fff2df3e289c5,2026-02-01T11:35:01Z,Thunderstorm,κακοκαιρία Αττική,www.protothema.gr,el,0.7,Kallianos: Ein neuer Sturmzyklus vom Nachmittag in Attika. Die Stürme dauern bis zum späten Abend und können stark sein | Wetter | Schlechtes Wetter | Regen | Gewitter | Giannis Kalianos | Griechenland,Καλλιάνος: Νέος κύκλος καταιγίδων από το απόγευμα στην Αττική,Oι καταιγίδες θα διαρκέσουν έως αργά το βράδυ και ενδέχεται να είναι ισχυρές | Καιρός | Κακοκαιρία | Βροχές | Καταιγίδες | Γιάννης Καλιάνος | Ελλάδα,Kallianos: A new cycle of storms from the afternoon in Attica. Storms will last through late evening and may be strong | Weather | Bad weather | Rains | Thunderstorms | Giannis Kalianos | Greece,Kallianos: Novus cyclus procellarum ab post meridiem in Attica. Tempestates per seros vespere durabunt et fortes | Tempestas | Bad weather | Pluviae | Procellae | Giannis Kalianos | Graecia,https://www.protothema.gr/greece/article/1766679/kallianos-neos-kuklos-kataigidon-apo-to-apogeuma-stin-attiki/,https://www.protothema.gr/images/640x360share/jpg/files/2026-02-01/kakokairia21.jpg,,". .. .
. ( ) .
. .
, 2 
.
, : www.emy.gr, (www.oldportal.emy.gr).
() (civilprotection.gov.gr), , , , .
, , , , , .",,2026-02-16 03:33:47+00:00,wmo,Greece,MED,Europe
1cada2215fe7ea8020e51967f3fbcb99,2026-02-13T04:29:56Z,Storm,ανεμοστρόβιλος,www.protothema.gr,el,0.7,"Καιρός: Υποχωρεί από σήμερα το κύμα καταιγίδων και θυελλωδών ανέμων που προκάλεσε ζημιές και καταστροφές. Ανεμοστρόβιλος στην Ηλεία, πλημμύρες σε Αττική και Ιόνιο και προσάραξη θαλαμηγού στην Ελαφόνησο - Τα φαινόμενα μετατοπίζονται προς το Αιγαίο σύμφωνα με την ΕΜΥ | Wetter | Schlechtes Wetter | Ilia | Elafonissos | Attika | Griechenland",Καιρός: Υποχωρεί από σήμερα το κύμα καταιγίδων και θυελλωδών ανέμων που προκάλεσε ζημιές και καταστροφές,"Ανεμοστρόβιλος στην Ηλεία, πλημμύρες σε Αττική και Ιόνιο και προσάραξη θαλαμηγού στην Ελαφόνησο - Τα φαινόμενα μετατοπίζονται προς το Αιγαίο σύμφωνα με την ΕΜΥ | Καιρός | Κακοκαιρία | Ηλεία | Ελαφόνησος | Αττική | Ελλάδα","Weather: The wave of storms and gale force winds that caused damage and destruction is receding from today. Tornado in Ilia, floods in Attiki and Ionian and the beaching of a yacht in Elafonissos - The phenomena are shifting towards the Aegean according to the EMY | Weather | Bad weather | Ilia | Elafonissos | Attica | Greece","Tempestas: Fluctus procellarum et vis ventorum quae damnum attulit et interitus ab hodierno recedit. Pollucis in Ilia, inundationes in Attiki et Ionio et in Elafonissos gyro celetem — Phaenomena ad Aegaeum verso secundum EMY | Tempestas | Bad weather | Ilia | Elafonissos | Attica | Graecia",https://www.protothema.gr/greece/article/1773217/kairos-upohorei-apo-simera-to-kuma-kataigidon-kai-thuellodon-anemon-pou-prokalese-zimies-kai-katastrofes/,https://www.protothema.gr/images/640x360share/jpg/files/2024-12-06/kataigida-mak.jpg,,", «», , ., .
, « , ».
, , , 3 4 .
, , .
Live 
, , , . . .1 12 , 2 15-16 , 2 16 , 1 13 , 2 16-17 , 10 15 9 16-17 .
6-7 , 8 .
. 4-5 6 . 11 16 .
. 2-3 . 10 14-16 .
 14-02-2026
, , . . . .4 6 7… [+68 chars]",,2026-02-16 03:33:47+00:00,random,,,
